Compound,Source (ICSD ID or reference),A,A Oxidation State,B, B Oxidation State,B',B' Oxidation State,X,X Oxidation State,A Radius,B Radius,B' Radius,X Radius
Ba2HgUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Hg,2,U,6,O,-2,1.61,1.02,0.73,1.4
Ba2HoBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,Bi,5,O,-2,1.61,0.901,0.76,1.4
Ba2HoIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,Ir,5,O,-2,1.61,0.901,0.57,1.4
Ba2HoNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,Nb,5,O,-2,1.61,0.901,0.64,1.4
Ba2HoOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,Os,5,O,-2,1.61,0.901,0.575,1.4
Ba2HoReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,Re,5,O,-2,1.61,0.901,0.58,1.4
Ba2HoRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,Ru,5,O,-2,1.61,0.901,0.565,1.4
Ba2HoSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,Sb,5,O,-2,1.61,0.901,0.6,1.4
Ba2HoTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,Ta,5,O,-2,1.61,0.901,0.64,1.4
Ba2HoUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ho,3,U,5,O,-2,1.61,0.901,0.76,1.4
Ba2InBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,In,3,Bi,5,O,-2,1.61,0.8,0.76,1.4
Ba2InNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,In,3,Nb,5,O,-2,1.61,0.8,0.64,1.4
Ba2InOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,In,3,Os,5,O,-2,1.61,0.8,0.575,1.4
Ba2InPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,In,3,Pu,5,O,-2,1.61,0.8,0.74,1.4
Ba2InReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,In,3,Re,5,O,-2,1.61,0.8,0.58,1.4
Ba2InSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,In,3,Sb,5,O,-2,1.61,0.8,0.6,1.4
Ba2InTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,In,3,Ta,5,O,-2,1.61,0.8,0.64,1.4
Ba2InUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,In,3,U,5,O,-2,1.61,0.8,0.76,1.4
Ba2LaBiO6,195218,Ba,2,La,3,Bi,5,O,-2,1.61,1.032,0.76,1.4
Ba2LaIrO6,174140,Ba,2,La,3,Ir,5,O,-2,1.61,1.032,0.57,1.4
Ba2LaNbO6,172403,Ba,2,La,3,Nb,5,O,-2,1.61,1.032,0.64,1.4
Ba2LaOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,La,3,Os,5,O,-2,1.61,1.032,0.575,1.4
Ba2LaPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,La,3,Pu,5,O,-2,1.61,1.032,0.74,1.4
Ba2LaReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,La,3,Re,5,O,-2,1.61,1.032,0.58,1.4
Ba2LaRuO6,37027,Ba,2,La,3,Ru,5,O,-2,1.61,1.032,0.565,1.4
Ba2LaSbO6,151816,Ba,2,La,3,Sb,5,O,-2,1.61,1.032,0.6,1.4
Ba2LaTaO6,160168,Ba,2,La,3,Ta,5,O,-2,1.61,1.032,0.64,1.4
Ba2LaUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,La,3,U,5,O,-2,1.61,1.032,0.76,1.4
Ba2LiIO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Li,1,I,7,O,-2,1.61,0.76,0.53,1.4
Ba2LiOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Li,1,Os,7,O,-2,1.61,0.76,0.525,1.4
Ba2LiReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Li,1,Re,7,O,-2,1.61,0.76,0.53,1.4
Ba2LuBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Lu,3,Bi,5,O,-2,1.61,0.861,0.76,1.4
Ba2LuIrO6,88158,Ba,2,Lu,3,Ir,5,O,-2,1.61,0.861,0.57,1.4
Ba2LuMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Lu,3,Mo,5,O,-2,1.61,0.861,0.61,1.4
Ba2LuNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Lu,3,Nb,5,O,-2,1.61,0.861,0.64,1.4
Ba2LuOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Lu,3,Os,5,O,-2,1.61,0.861,0.575,1.4
Ba2LuReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Lu,3,Re,5,O,-2,1.61,0.861,0.58,1.4
Ba2LuRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Lu,3,Ru,5,O,-2,1.61,0.861,0.565,1.4
Ba2LuSbO6,33622,Ba,2,Lu,3,Sb,5,O,-2,1.61,0.861,0.6,1.4
Ba2LuTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Lu,3,Ta,5,O,-2,1.61,0.861,0.64,1.4
Ba2LuUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Lu,3,U,5,O,-2,1.61,0.861,0.76,1.4
Ba2MgMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mg,2,Mo,6,O,-2,1.61,0.72,0.59,1.4
Ba2MgNpO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mg,2,Np,6,O,-2,1.61,0.72,0.72,1.4
Ba2MgOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mg,2,Os,6,O,-2,1.61,0.72,0.545,1.4
Ba2MgPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mg,2,Pu,6,O,-2,1.61,0.72,0.71,1.4
Ba2MgReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mg,2,Re,6,O,-2,1.61,0.72,0.55,1.4
Ba2MgTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mg,2,Te,6,O,-2,1.61,0.72,0.56,1.4
Ba2MgUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mg,2,U,6,O,-2,1.61,0.72,0.73,1.4
Ba2MgWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mg,2,W,6,O,-2,1.61,0.72,0.6,1.4
Ba2MnMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mn,2,Mo,6,O,-2,1.61,0.67,0.59,1.4
Ba2MnNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mn,3,Nb,5,O,-2,1.61,0.645,0.64,1.4
Ba2MnPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mn,2,Pu,6,O,-2,1.61,0.67,0.71,1.4
Ba2MnReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mn,2,Re,6,O,-2,1.61,0.67,0.55,1.4
Ba2MnTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mn,3,Ta,5,O,-2,1.61,0.645,0.64,1.4
Ba2MnTeO6,407802,Ba,2,Mn,2,Te,6,O,-2,1.61,0.67,0.56,1.4
Ba2MnUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mn,2,U,6,O,-2,1.61,0.67,0.73,1.4
Ba2MnWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Mn,2,W,6,O,-2,1.61,0.67,0.6,1.4
Ba2NaIO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Na,1,I,7,O,-2,1.61,1.02,0.53,1.4
Ba2NaOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Na,1,Os,7,O,-2,1.61,1.02,0.525,1.4
Ba2NaReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Na,1,Re,7,O,-2,1.61,1.02,0.53,1.4
Ba2NdBiO6,80900,Ba,2,Nd,3,Bi,5,O,-2,1.61,0.983,0.76,1.4
Ba2NdIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Nd,3,Ir,5,O,-2,1.61,0.983,0.57,1.4
Ba2NdMoO6,172386,Ba,2,Nd,3,Mo,5,O,-2,1.61,0.983,0.61,1.4
Ba2NdNbO6,172404,Ba,2,Nd,3,Nb,5,O,-2,1.61,0.983,0.64,1.4
Ba2NdOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Nd,3,Os,5,O,-2,1.61,0.983,0.575,1.4
Ba2NdPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Nd,3,Pu,5,O,-2,1.61,0.983,0.74,1.4
Ba2NdReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Nd,3,Re,5,O,-2,1.61,0.983,0.58,1.4
Ba2NdRuO6,90641,Ba,2,Nd,3,Ru,5,O,-2,1.61,0.983,0.565,1.4
Ba2NdSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Nd,3,Sb,5,O,-2,1.61,0.983,0.6,1.4
Ba2NdTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Nd,3,Ta,5,O,-2,1.61,0.983,0.64,1.4
Ba2NdUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Nd,3,U,5,O,-2,1.61,0.983,0.76,1.4
Ba2NdWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Nd,3,W,5,O,-2,1.61,0.983,0.62,1.4
Ba2NiMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ni,2,Mo,6,O,-2,1.61,0.69,0.59,1.4
Ba2NiNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ni,3,Nb,5,O,-2,1.61,0.56,0.64,1.4
Ba2NiReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ni,2,Re,6,O,-2,1.61,0.69,0.55,1.4
Ba2NiUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ni,2,U,6,O,-2,1.61,0.69,0.73,1.4
Ba2NiWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ni,2,W,6,O,-2,1.61,0.69,0.6,1.4
Ba2PbMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pb,2,Mo,6,O,-2,1.61,1.19,0.59,1.4
Ba2PbPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pb,2,Pu,6,O,-2,1.61,1.19,0.71,1.4
Ba2PbUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pb,2,U,6,O,-2,1.61,1.19,0.73,1.4
Ba2PrIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pr,4,Ir,4,O,-2,1.61,0.85,0.625,1.4
Ba2PrNbO6,88838,Ba,2,Pr,3,Nb,5,O,-2,1.61,0.99,0.64,1.4
Ba2PrOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pr,3,Os,5,O,-2,1.61,0.99,0.575,1.4
Ba2PrPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pr,4,Pt,4,O,-2,1.61,0.85,0.625,1.4
Ba2PrRuO6,290819,Ba,2,Pr,3,Ru,5,O,-2,1.61,0.99,0.565,1.4
Ba2PrSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pr,3,Sb,5,O,-2,1.61,0.99,0.6,1.4
Ba2PrSnO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pr,4,Sn,4,O,-2,1.61,0.85,0.69,1.4
Ba2PrTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pr,3,Ta,5,O,-2,1.61,0.99,0.64,1.4
Ba2PrWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Pr,3,W,5,O,-2,1.61,0.99,0.62,1.4
Ba2RhNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Rh,3,Nb,5,O,-2,1.61,0.665,0.64,1.4
Ba2ScBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sc,3,Bi,5,O,-2,1.61,0.745,0.76,1.4
Ba2ScIrO6,88153,Ba,2,Sc,3,Ir,5,O,-2,1.61,0.745,0.57,1.4
Ba2ScNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sc,3,Nb,5,O,-2,1.61,0.745,0.64,1.4
Ba2ScOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sc,3,Os,5,O,-2,1.61,0.745,0.575,1.4
Ba2ScReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sc,3,Re,5,O,-2,1.61,0.745,0.58,1.4
Ba2ScSbO6,33623,Ba,2,Sc,3,Sb,5,O,-2,1.61,0.745,0.6,1.4
Ba2ScTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sc,3,Ta,5,O,-2,1.61,0.745,0.64,1.4
Ba2ScUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sc,3,U,5,O,-2,1.61,0.745,0.76,1.4
Ba2SmBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Bi,5,O,-2,1.61,0.958,0.76,1.4
Ba2SmIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Ir,5,O,-2,1.61,0.958,0.57,1.4
Ba2SmMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Mo,5,O,-2,1.61,0.958,0.61,1.4
Ba2SmNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Nb,5,O,-2,1.61,0.958,0.64,1.4
Ba2SmOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Os,5,O,-2,1.61,0.958,0.575,1.4
Ba2SmReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Re,5,O,-2,1.61,0.958,0.58,1.4
Ba2SmRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Ru,5,O,-2,1.61,0.958,0.565,1.4
Ba2SmSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Sb,5,O,-2,1.61,0.958,0.6,1.4
Ba2SmTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,Ta,5,O,-2,1.61,0.958,0.64,1.4
Ba2SmUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,U,5,O,-2,1.61,0.958,0.76,1.4
Ba2SmWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sm,3,W,5,O,-2,1.61,0.958,0.62,1.4
Ba2SrMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sr,2,Mo,6,O,-2,1.61,1.18,0.59,1.4
Ba2SrNpO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sr,2,Np,6,O,-2,1.61,1.18,0.72,1.4
Ba2SrOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sr,2,Os,6,O,-2,1.61,1.18,0.545,1.4
Ba2SrPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sr,2,Pu,6,O,-2,1.61,1.18,0.71,1.4
Ba2SrReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sr,2,Re,6,O,-2,1.61,1.18,0.55,1.4
Ba2SrTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Sr,2,Te,6,O,-2,1.61,1.18,0.56,1.4
Ba2SrUO6,62540,Ba,2,Sr,2,U,6,O,-2,1.61,1.18,0.73,1.4
Ba2SrWO6,245596,Ba,2,Sr,2,W,6,O,-2,1.61,1.18,0.6,1.4
Ba2TbBiO6,80901,Ba,2,Tb,3,Bi,5,O,-2,1.61,0.923,0.76,1.4
Ba2TbIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tb,3,Ir,5,O,-2,1.61,0.923,0.57,1.4
Ba2TbNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tb,3,Nb,5,O,-2,1.61,0.923,0.64,1.4
Ba2TbOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tb,3,Os,5,O,-2,1.61,0.923,0.575,1.4
Ba2TbReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tb,3,Re,5,O,-2,1.61,0.923,0.58,1.4
Ba2TbSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tb,3,Sb,5,O,-2,1.61,0.923,0.6,1.4
Ba2TbSnO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tb,4,Sn,4,O,-2,1.61,0.76,0.69,1.4
Ba2TbTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tb,3,Ta,5,O,-2,1.61,0.923,0.64,1.4
Ba2TiNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ti,3,Nb,5,O,-2,1.61,0.67,0.64,1.4
Ba2TiPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ti,4,Pu,4,O,-2,1.61,0.605,0.86,1.4
Ba2TiTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ti,3,Ta,5,O,-2,1.61,0.67,0.64,1.4
Ba2TiUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ti,4,U,4,O,-2,1.61,0.605,0.89,1.4
Ba2TlBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tl,3,Bi,5,O,-2,1.61,0.885,0.76,1.4
Ba2TlSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tl,3,Sb,5,O,-2,1.61,0.885,0.6,1.4
Ba2TlTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tl,3,Ta,5,O,-2,1.61,0.885,0.64,1.4
Ba2TmBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tm,3,Bi,5,O,-2,1.61,0.88,0.76,1.4
Ba2TmIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tm,3,Ir,5,O,-2,1.61,0.88,0.57,1.4
Ba2TmNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tm,3,Nb,5,O,-2,1.61,0.88,0.64,1.4
Ba2TmOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tm,3,Os,5,O,-2,1.61,0.88,0.575,1.4
Ba2TmReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tm,3,Re,5,O,-2,1.61,0.88,0.58,1.4
Ba2TmRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tm,3,Ru,5,O,-2,1.61,0.88,0.565,1.4
Ba2TmSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tm,3,Sb,5,O,-2,1.61,0.88,0.6,1.4
Ba2TmTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Tm,3,Ta,5,O,-2,1.61,0.88,0.64,1.4
Ba2VNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,V,3,Nb,5,O,-2,1.61,0.64,0.64,1.4
Ba2VTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,V,3,Ta,5,O,-2,1.61,0.64,0.64,1.4
Ba2YbBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,Bi,5,O,-2,1.61,0.868,0.76,1.4
Ba2YBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Y,3,Bi,5,O,-2,1.61,0.9,0.76,1.4
Ba2YbIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,Ir,5,O,-2,1.61,0.868,0.57,1.4
Ba2YbMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,Mo,5,O,-2,1.61,0.868,0.61,1.4
Ba2YbNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,Nb,5,O,-2,1.61,0.868,0.64,1.4
Ba2YbOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,Os,5,O,-2,1.61,0.868,0.575,1.4
Ba2YbReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,Re,5,O,-2,1.61,0.868,0.58,1.4
Ba2YbRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,Ru,5,O,-2,1.61,0.868,0.565,1.4
Ba2YbSbO6,33621,Ba,2,Yb,3,Sb,5,O,-2,1.61,0.868,0.6,1.4
Ba2YbTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,Ta,5,O,-2,1.61,0.868,0.64,1.4
Ba2YbUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Yb,3,U,5,O,-2,1.61,0.868,0.76,1.4
Ba2YIrO6,88155,Ba,2,Y,3,Ir,5,O,-2,1.61,0.9,0.57,1.4
Ba2YMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Y,3,Mo,5,O,-2,1.61,0.9,0.61,1.4
Ba2YNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Y,3,Nb,5,O,-2,1.61,0.9,0.64,1.4
Ba2YOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Y,3,Os,5,O,-2,1.61,0.9,0.575,1.4
Ba2YReO6,97089,Ba,2,Y,3,Re,5,O,-2,1.61,0.9,0.58,1.4
Ba2YRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Y,3,Ru,5,O,-2,1.61,0.9,0.565,1.4
Ba2YSbO6,33624,Ba,2,Y,3,Sb,5,O,-2,1.61,0.9,0.6,1.4
Ba2YTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Y,3,Ta,5,O,-2,1.61,0.9,0.64,1.4
Ba2YUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Y,3,U,5,O,-2,1.61,0.9,0.76,1.4
Ba2YVO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Y,3,V,5,O,-2,1.61,0.9,0.54,1.4
Ba2ZnMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Zn,2,Mo,6,O,-2,1.61,0.74,0.59,1.4
Ba2ZnOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Zn,2,Os,6,O,-2,1.61,0.74,0.545,1.4
Ba2ZnPuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Zn,2,Pu,6,O,-2,1.61,0.74,0.71,1.4
Ba2ZnReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Zn,2,Re,6,O,-2,1.61,0.74,0.55,1.4
Ba2ZnUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Zn,2,U,6,O,-2,1.61,0.74,0.73,1.4
Ba2ZnWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Zn,2,W,6,O,-2,1.61,0.74,0.6,1.4
Ba2ZrUO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Zr,4,U,4,O,-2,1.61,0.72,0.89,1.4
Ba3OsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ba,2,Os,6,O,-2,1.61,1.35,0.545,1.4
Ba3ReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ba,2,Re,6,O,-2,1.61,1.35,0.55,1.4
Ba3UO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ba,2,U,6,O,-2,1.61,1.35,0.73,1.4
Ba3WO6,Prog. In Solid State Chem. 43 1-36 (2015),Ba,2,Ba,2,W,6,O,-2,1.61,1.35,0.6,1.4
Bi2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Bi,3,Cu,2,Mn,4,O,-2,1.03,0.73,0.53,1.4
Bi2FeRhO6,Prog. In Solid State Chem. 43 1-36 (2015),Bi,3,Fe,3,Rh,3,O,-2,1.03,0.55,0.665,1.4
Ca2AlNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Al,3,Nb,5,O,-2,1.34,0.535,0.64,1.4
Ca2AlSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Al,3,Sb,5,O,-2,1.34,0.535,0.6,1.4
Ca2BiNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Bi,3,Nb,5,O,-2,1.34,1.03,0.64,1.4
Ca2BiTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Bi,3,Ta,5,O,-2,1.34,1.03,0.64,1.4
Ca2CdReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cd,2,Re,6,O,-2,1.34,0.95,0.55,1.4
Ca2CdTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cd,2,Te,6,O,-2,1.34,0.95,0.56,1.4
Ca2CdWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cd,2,W,6,O,-2,1.34,0.95,0.6,1.4
Ca2CoNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Co,3,Nb,5,O,-2,1.34,0.61,0.64,1.4
Ca2CoOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Co,2,Os,6,O,-2,1.34,0.65,0.545,1.4
Ca2CoReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Co,2,Re,6,O,-2,1.34,0.65,0.55,1.4
Ca2CoTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Co,3,Ta,5,O,-2,1.34,0.61,0.64,1.4
Ca2CoTeO6,153001,Ca,2,Co,2,Te,6,O,-2,1.34,0.65,0.56,1.4
Ca2CoWO6,98732,Ca,2,Co,2,W,6,O,-2,1.34,0.65,0.6,1.4
Ca2CrMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cr,3,Mo,5,O,-2,1.34,0.615,0.61,1.4
Ca2CrNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cr,3,Nb,5,O,-2,1.34,0.615,0.64,1.4
Ca2CrOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cr,3,Os,5,O,-2,1.34,0.615,0.575,1.4
Ca2CrReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cr,3,Re,5,O,-2,1.34,0.615,0.58,1.4
Ca2CrSbO6,290790,Ca,2,Cr,3,Sb,5,O,-2,1.34,0.615,0.6,1.4
Ca2CrTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cr,3,Ta,5,O,-2,1.34,0.615,0.64,1.4
Ca2CrTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cr,4,Ti,4,O,-2,1.34,0.55,0.605,1.4
Ca2CrWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Cr,3,W,5,O,-2,1.34,0.615,0.62,1.4
Ca2DyNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Dy,3,Nb,5,O,-2,1.34,0.912,0.64,1.4
Ca2DySbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Dy,3,Sb,5,O,-2,1.34,0.912,0.6,1.4
