Compound,Source (ICSD ID or reference),A,A Oxidation State,B, B Oxidation State,B',B' Oxidation State,X,X Oxidation State,A Radius,B Radius,B' Radius,X Radius
Ca2DyTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Dy,3,Ta,5,O,-2,1.34,0.912,0.64,1.4
Ca2ErNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Er,3,Nb,5,O,-2,1.34,0.89,0.64,1.4
Ca2ErSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Er,3,Sb,5,O,-2,1.34,0.89,0.6,1.4
Ca2ErTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Er,3,Ta,5,O,-2,1.34,0.89,0.64,1.4
Ca2EuNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Eu,3,Nb,5,O,-2,1.34,0.947,0.64,1.4
Ca2EuSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Eu,3,Sb,5,O,-2,1.34,0.947,0.6,1.4
Ca2EuTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Eu,3,Ta,5,O,-2,1.34,0.947,0.64,1.4
Ca2FeBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Fe,3,Bi,5,O,-2,1.34,0.55,0.76,1.4
Ca2FeIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Fe,3,Ir,5,O,-2,1.34,0.55,0.57,1.4
Ca2FeMoO6,89955,Ca,2,Fe,2,Mo,6,O,-2,1.34,0.61,0.59,1.4
Ca2FeNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Fe,3,Nb,5,O,-2,1.34,0.55,0.64,1.4
Ca2FeOsO6,238148,Ca,2,Fe,3,Os,5,O,-2,1.34,0.55,0.575,1.4
Ca2FeReO6,150696,Ca,2,Fe,3,Re,5,O,-2,1.34,0.55,0.58,1.4
Ca2FeSbO6,83473,Ca,2,Fe,3,Sb,5,O,-2,1.34,0.55,0.6,1.4
Ca2FeTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Fe,3,Ta,5,O,-2,1.34,0.55,0.64,1.4
Ca2FeWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Fe,2,W,6,O,-2,1.34,0.61,0.6,1.4
Ca2GaNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Ga,3,Nb,5,O,-2,1.34,0.62,0.64,1.4
Ca2GaTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Ga,3,Ta,5,O,-2,1.34,0.62,0.64,1.4
Ca2GdNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Gd,3,Nb,5,O,-2,1.34,0.938,0.64,1.4
Ca2GdRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Gd,3,Ru,5,O,-2,1.34,0.938,0.565,1.4
Ca2GdSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Gd,3,Sb,5,O,-2,1.34,0.938,0.6,1.4
Ca2GdTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Gd,3,Ta,5,O,-2,1.34,0.938,0.64,1.4
Ca2HoNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Ho,3,Nb,5,O,-2,1.34,0.901,0.64,1.4
Ca2HoSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Ho,3,Sb,5,O,-2,1.34,0.901,0.6,1.4
Ca2HoTaO6,191679,Ca,2,Ho,3,Ta,5,O,-2,1.34,0.901,0.64,1.4
Ca2InNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,In,3,Nb,5,O,-2,1.34,0.8,0.64,1.4
Ca2InOsO6,190486,Ca,2,In,3,Os,5,O,-2,1.34,0.8,0.575,1.4
Ca2InSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,In,3,Sb,5,O,-2,1.34,0.8,0.6,1.4
Ca2InTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,In,3,Ta,5,O,-2,1.34,0.8,0.64,1.4
Ca2LaNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,La,3,Nb,5,O,-2,1.34,1.032,0.64,1.4
Ca2LaSbO6,169492,Ca,2,La,3,Sb,5,O,-2,1.34,1.032,0.6,1.4
Ca2LaTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,La,3,Ta,5,O,-2,1.34,1.032,0.64,1.4
Ca2LiOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Li,1,Os,7,O,-2,1.34,0.76,0.525,1.4
Ca2LiReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Li,1,Re,7,O,-2,1.34,0.76,0.53,1.4
Ca2LuNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Lu,3,Nb,5,O,-2,1.34,0.861,0.64,1.4
Ca2LuSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Lu,3,Sb,5,O,-2,1.34,0.861,0.6,1.4
Ca2LuTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Lu,3,Ta,5,O,-2,1.34,0.861,0.64,1.4
Ca2MgMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mg,2,Mo,6,O,-2,1.34,0.72,0.59,1.4
Ca2MgReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mg,2,Re,6,O,-2,1.34,0.72,0.55,1.4
Ca2MgTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mg,2,Te,6,O,-2,1.34,0.72,0.56,1.4
Ca2MgWO6,281564,Ca,2,Mg,2,W,6,O,-2,1.34,0.72,0.6,1.4
Ca2MnIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mn,3,Ir,5,O,-2,1.34,0.645,0.57,1.4
Ca2MnMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mn,2,Mo,6,O,-2,1.34,0.67,0.59,1.4
Ca2MnNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mn,3,Nb,5,O,-2,1.34,0.645,0.64,1.4
Ca2MnReO6,247998,Ca,2,Mn,4,Re,4,O,-2,1.34,0.53,0.63,1.4
Ca2MnRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mn,4,Ru,4,O,-2,1.34,0.53,0.62,1.4
Ca2MnSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mn,3,Sb,5,O,-2,1.34,0.645,0.6,1.4
Ca2MnTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mn,3,Ta,5,O,-2,1.34,0.645,0.64,1.4
Ca2MnTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Mn,2,Te,6,O,-2,1.34,0.67,0.56,1.4
Ca2MnWO6,51615,Ca,2,Mn,2,W,6,O,-2,1.34,0.67,0.6,1.4
Ca2NaIO6,425448,Ca,2,Na,1,I,7,O,-2,1.34,1.02,0.53,1.4
Ca2NdNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Nd,3,Nb,5,O,-2,1.34,0.983,0.64,1.4
Ca2NdSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Nd,3,Sb,5,O,-2,1.34,0.983,0.6,1.4
Ca2NdTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Nd,3,Ta,5,O,-2,1.34,0.983,0.64,1.4
Ca2NiOsO6,152444,Ca,2,Ni,2,Os,6,O,-2,1.34,0.69,0.545,1.4
Ca2NiReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Ni,2,Re,6,O,-2,1.34,0.69,0.55,1.4
Ca2PdWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Pd,3,W,5,O,-2,1.34,0.76,0.62,1.4
Ca2PrNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Pr,3,Nb,5,O,-2,1.34,0.99,0.64,1.4
Ca2PrSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Pr,3,Sb,5,O,-2,1.34,0.99,0.6,1.4
Ca2PrTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Pr,3,Ta,5,O,-2,1.34,0.99,0.64,1.4
Ca2ScNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Sc,3,Nb,5,O,-2,1.34,0.745,0.64,1.4
Ca2ScReO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Sc,3,Re,5,O,-2,1.34,0.745,0.58,1.4
Ca2ScSbO6,262995,Ca,2,Sc,3,Sb,5,O,-2,1.34,0.745,0.6,1.4
Ca2ScTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Sc,3,Ta,5,O,-2,1.34,0.745,0.64,1.4
Ca2SiTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Si,4,Ti,4,O,-2,1.34,0.4,0.605,1.4
Ca2SmNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Sm,3,Nb,5,O,-2,1.34,0.958,0.64,1.4
Ca2SmSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Sm,3,Sb,5,O,-2,1.34,0.958,0.6,1.4
Ca2SmTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Sm,3,Ta,5,O,-2,1.34,0.958,0.64,1.4
Ca2TbNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Tb,3,Nb,5,O,-2,1.34,0.923,0.64,1.4
Ca2TbSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Tb,3,Sb,5,O,-2,1.34,0.923,0.6,1.4
Ca2TbTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Tb,3,Ta,5,O,-2,1.34,0.923,0.64,1.4
Ca2TiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Ti,4,Ru,4,O,-2,1.34,0.605,0.62,1.4
Ca2TmNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Tm,3,Nb,5,O,-2,1.34,0.88,0.64,1.4
Ca2TmSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Tm,3,Sb,5,O,-2,1.34,0.88,0.6,1.4
Ca2TmTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Tm,3,Ta,5,O,-2,1.34,0.88,0.64,1.4
Ca2VMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,V,4,Mo,4,O,-2,1.34,0.58,0.65,1.4
Ca2VNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,V,3,Nb,5,O,-2,1.34,0.64,0.64,1.4
Ca2VTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,V,3,Ta,5,O,-2,1.34,0.64,0.64,1.4
Ca2YbNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Yb,3,Nb,5,O,-2,1.34,0.868,0.64,1.4
Ca2YbSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Yb,3,Sb,5,O,-2,1.34,0.868,0.6,1.4
Ca2YbTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Yb,3,Ta,5,O,-2,1.34,0.868,0.64,1.4
Ca2YSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Y,3,Sb,5,O,-2,1.34,0.9,0.6,1.4
Ca2YTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Y,3,Ta,5,O,-2,1.34,0.9,0.64,1.4
Ca2ZnMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Zn,2,Mo,6,O,-2,1.34,0.74,0.59,1.4
Ca2ZnTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Zn,2,Te,6,O,-2,1.34,0.74,0.56,1.4
Ca2ZnWO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Zn,2,W,6,O,-2,1.34,0.74,0.6,1.4
Ca2ZrHfO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Zr,4,Hf,4,O,-2,1.34,0.72,0.71,1.4
Ca3MoO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Ca,2,Mo,6,O,-2,1.34,1,0.59,1.4
Ca3OsO6,Prog. In Solid State Chem. 43 1-36 (2015),Ca,2,Ca,2,Os,6,O,-2,1.34,1,0.545,1.4
Ca3ReO6,84791,Ca,2,Ca,2,Re,6,O,-2,1.34,1,0.55,1.4
Ca3TeO6,16362,Ca,2,Ca,2,Te,6,O,-2,1.34,1,0.56,1.4
Ca3UO6,59172,Ca,2,Ca,2,U,6,O,-2,1.34,1,0.73,1.4
Ca3WO6,262323,Ca,2,Ca,2,W,6,O,-2,1.34,1,0.6,1.4
Cd2CaTeO6,35084,Cd,2,Ca,2,Te,6,O,-2,1.31,1,0.56,1.4
Cd2CoTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Cd,2,Co,2,Te,6,O,-2,1.31,0.65,0.56,1.4
Cd2FeNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Cd,2,Fe,3,Nb,5,O,-2,1.31,0.55,0.64,1.4
Cd2MgTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Cd,2,Mg,2,Te,6,O,-2,1.31,0.72,0.56,1.4
Cd2MnTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Cd,2,Mn,2,Te,6,O,-2,1.31,0.67,0.56,1.4
Cd2ZnTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Cd,2,Zn,2,Te,6,O,-2,1.31,0.74,0.56,1.4
Cd3TeO6,Prog. In Solid State Chem. 43 1-36 (2015),Cd,2,Cd,2,Te,6,O,-2,1.31,0.95,0.56,1.4
Cs2AgCeCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Ce,3,Cl,-1,1.88,1.15,1.01,1.81
Cs2AgDyCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Dy,3,Cl,-1,1.88,1.15,0.912,1.81
Cs2AgErCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Er,3,Cl,-1,1.88,1.15,0.89,1.81
Cs2AgEuCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Eu,3,Cl,-1,1.88,1.15,0.947,1.81
Cs2AgGdCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Gd,3,Cl,-1,1.88,1.15,0.938,1.81
Cs2AgHoCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Ho,3,Cl,-1,1.88,1.15,0.901,1.81
Cs2AgHoF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Ag,1,Ho,3,F,-1,1.88,1.15,0.901,1.33
Cs2AgLuCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Lu,3,Cl,-1,1.88,1.15,0.861,1.81
Cs2AgLuF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Ag,1,Lu,3,F,-1,1.88,1.15,0.861,1.33
Cs2AgNdCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Nd,3,Cl,-1,1.88,1.15,0.983,1.81
Cs2AgPrCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Pr,3,Cl,-1,1.88,1.15,0.99,1.81
Cs2AgScCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Sc,3,Cl,-1,1.88,1.15,0.745,1.81
Cs2AgSmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Ag,1,Sm,3,Cl,-1,1.88,1.15,0.958,1.81
Cs2AgTbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Tb,3,Cl,-1,1.88,1.15,0.923,1.81
Cs2AgTmCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Tm,3,Cl,-1,1.88,1.15,0.88,1.81
Cs2AgTmF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Ag,1,Tm,3,F,-1,1.88,1.15,0.88,1.33
Cs2AgYbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Yb,3,Cl,-1,1.88,1.15,0.868,1.81
Cs2AgYbF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Ag,1,Yb,3,F,-1,1.88,1.15,0.868,1.33
Cs2AgYCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Ag,1,Y,3,Cl,-1,1.88,1.15,0.9,1.81
Cs2KAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Al,3,F,-1,1.88,1.38,0.535,1.33
Cs2KBiCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Bi,3,Cl,-1,1.88,1.38,1.03,1.81
Cs2KCeF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Ce,3,F,-1,1.88,1.38,1.01,1.33
Cs2KCrCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Cr,3,Cl,-1,1.88,1.38,0.615,1.81
Cs2KCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Cr,3,F,-1,1.88,1.38,0.615,1.33
Cs2KDyCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Dy,3,Cl,-1,1.88,1.38,0.912,1.81
Cs2KDyF6,"Phys Solid State, 43, 1, 127-136 (2001)",Cs,1,K,1,Dy,3,F,-1,1.88,1.38,0.912,1.33
Cs2KErCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Er,3,Cl,-1,1.88,1.38,0.89,1.81
Cs2KErF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Er,3,F,-1,1.88,1.38,0.89,1.33
Cs2KEuCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Eu,3,Cl,-1,1.88,1.38,0.947,1.81
Cs2KEuF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Eu,3,F,-1,1.88,1.38,0.947,1.33
Cs2KFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Fe,3,F,-1,1.88,1.38,0.55,1.33
Cs2KGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Ga,3,F,-1,1.88,1.38,0.62,1.33
Cs2KGdCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Gd,3,Cl,-1,1.88,1.38,0.938,1.81
Cs2KGdF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Gd,3,F,-1,1.88,1.38,0.938,1.33
Cs2KHoCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Ho,3,Cl,-1,1.88,1.38,0.901,1.81
Cs2KHoF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Ho,3,F,-1,1.88,1.38,0.901,1.33
Cs2KInCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,In,3,Cl,-1,1.88,1.38,0.8,1.81
Cs2KInF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,In,3,F,-1,1.88,1.38,0.8,1.33
Cs2KLaCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,La,3,Cl,-1,1.88,1.38,1.032,1.81
Cs2KLaF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,La,3,F,-1,1.88,1.38,1.032,1.33
Cs2KLuF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Lu,3,F,-1,1.88,1.38,0.861,1.33
Cs2KNdCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Nd,3,Cl,-1,1.88,1.38,0.983,1.81
Cs2KNdF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Nd,3,F,-1,1.88,1.38,0.983,1.33
Cs2KPrCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Pr,3,Cl,-1,1.88,1.38,0.99,1.81
Cs2KPrF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Pr,3,F,-1,1.88,1.38,0.99,1.33
Cs2KScBr6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Sc,3,Br,-1,1.88,1.38,0.745,1.96
Cs2KScF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Sc,3,F,-1,1.88,1.38,0.745,1.33
Cs2KSmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Sm,3,Cl,-1,1.88,1.38,0.958,1.81
Cs2KSmF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Sm,3,F,-1,1.88,1.38,0.958,1.33
Cs2KTbCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Tb,3,Cl,-1,1.88,1.38,0.923,1.81
Cs2KTbF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Tb,3,F,-1,1.88,1.38,0.923,1.33
Cs2KTmBr6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Tm,3,Br,-1,1.88,1.38,0.88,1.96
Cs2KTmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Tm,3,Cl,-1,1.88,1.38,0.88,1.81
Cs2KTmF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Tm,3,F,-1,1.88,1.38,0.88,1.33
Cs2KVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,V,3,F,-1,1.88,1.38,0.64,1.33
Cs2KYbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Yb,3,Cl,-1,1.88,1.38,0.868,1.81
Cs2KYbF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Yb,3,F,-1,1.88,1.38,0.868,1.33
Cs2KYCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,K,1,Y,3,Cl,-1,1.88,1.38,0.9,1.81
Cs2KYF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,K,1,Y,3,F,-1,1.88,1.38,0.9,1.33
Cs2LiAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Al,3,F,-1,1.88,0.76,0.535,1.33
Cs2LiCeBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Ce,3,Br,-1,1.88,0.76,1.01,1.96
Cs2LiCeCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Ce,3,Cl,-1,1.88,0.76,1.01,1.81
Cs2LiCrBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Cr,3,Br,-1,1.88,0.76,0.615,1.96
Cs2LiCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Cr,3,F,-1,1.88,0.76,0.615,1.33
Cs2LiDyBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Dy,3,Br,-1,1.88,0.76,0.912,1.96
Cs2LiDyCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Dy,3,Cl,-1,1.88,0.76,0.912,1.81
Cs2LiErBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Er,3,Br,-1,1.88,0.76,0.89,1.96
Cs2LiErCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Er,3,Cl,-1,1.88,0.76,0.89,1.81
Cs2LiEuBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Eu,3,Br,-1,1.88,0.76,0.947,1.96
Cs2LiEuCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Eu,3,Cl,-1,1.88,0.76,0.947,1.81
Cs2LiFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Fe,3,F,-1,1.88,0.76,0.55,1.33
Cs2LiGdBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Gd,3,Br,-1,1.88,0.76,0.938,1.96
Cs2LiGdCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Gd,3,Cl,-1,1.88,0.76,0.938,1.81
Cs2LiHoBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Ho,3,Br,-1,1.88,0.76,0.901,1.96
Cs2LiHoCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Ho,3,Cl,-1,1.88,0.76,0.901,1.81
Cs2LiInBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,In,3,Br,-1,1.88,0.76,0.8,1.96
Cs2LiLaBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,La,3,Br,-1,1.88,0.76,1.032,1.96
Cs2LiLaCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,La,3,Cl,-1,1.88,0.76,1.032,1.81
Cs2LiNdBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Nd,3,Br,-1,1.88,0.76,0.983,1.96
Cs2LiNdCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Nd,3,Cl,-1,1.88,0.76,0.983,1.81
Cs2LiPmBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Pm,3,Br,-1,1.88,0.76,0.97,1.96
Cs2LiPrBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Pr,3,Br,-1,1.88,0.76,0.99,1.96
Cs2LiPrCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Pr,3,Cl,-1,1.88,0.76,0.99,1.81
Cs2LiSmBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Sm,3,Br,-1,1.88,0.76,0.958,1.96
Cs2LiSmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Sm,3,Cl,-1,1.88,0.76,0.958,1.81
Cs2LiTbBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Tb,3,Br,-1,1.88,0.76,0.923,1.96
Cs2LiTbCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Tb,3,Cl,-1,1.88,0.76,0.923,1.81
Cs2LiTmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Tm,3,Cl,-1,1.88,0.76,0.88,1.81
Cs2LiVBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,V,3,Br,-1,1.88,0.76,0.64,1.96
Cs2LiVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,V,3,F,-1,1.88,0.76,0.64,1.33
Cs2LiYbCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Cs,1,Li,1,Yb,3,Cl,-1,1.88,0.76,0.868,1.81
Cs2LiYBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Cs,1,Li,1,Y,3,Br,-1,1.88,0.76,0.9,1.96
